Unnamed: 0	drugName	condition	review	rating	date	usefulCount
49246	Ethinyl estradiol / levonorgestrel	Birth Control	"""Ive been on Orsythia for 3 weeks. The side effects im having are nightly nausea probably 4-5 nights a week. One night my first week i did vomit. Ugh, its been miserable. The other main side effect is that i have had my period for 15 days now. Its a regular flow too!! That has honestly been obnoxious too. I am not sexually active so i dont know if it is working to actually be birth control. I will say though, i have depression and anxiety and i have NO noticeable mood changes which is awesome:) also no weight gain!!! Woo!!! My boobs are a little bigger though.... Which isnt so bad;) anyways i think its a lot better than Beyaz which i was on about 4 years ago. :)"""	8.0	May 4, 2016	4
172530	Clonazepam	Anxiety	"""This medication, when used properly, does help with generalized anxiety. 

The only problem is I was never told how to take it properly. I became addicted, and a bit suicidal. It wreaked absolute havoc on my life and the lives of my family.
Name the side effect - I had it.  It caused depression so bad, that I couldn&#039;t get out of bed. Insomnia to the point of where I was convinced I was losing my mind. Looking back now, it&#039;s hard to believe I ever felt the way I did, but I did.

Please do research on the drug before taking it."""	3.0	February 13, 2016	18
79010	Plan B One-Step	Emergency Contraception	"""I took the emergency contraception about 24 hours after I had intercourse. It didn&#039;t work for me, I was pregnant. This was because I had already ovulated and the emergency contraception works by stopping ovulation."""	10.0	August 10, 2017	1
44501	Ethinyl estradiol / norgestimate	Birth Control	"""In the beginning of December, I had an abortion and waited 3 weeks until after the procedure to start taking this pill.  Although I was slightly nauseous in the beginning, my skin (which got pretty bad during my pregnancy) started marginally improving and to my surprise my mood was perfectly fine. I&#039;ve been on 2 different birth controls (Estrostep  - which made me puke, and yaz, which made me want to go on a homicidal rampage and/or jump off of a cliff). I&#039;m having a much better experience on Tri- Sprintec. I did get a little snippy during the 3rd week BUT I&#039;m usually much worse when I&#039;m not on birth control so this wasn&#039;t a change for the worse.  Plus, I got my period when I was supposed to with no breakthrough bleeding, despite the 3 week delay."""	7.0	January 21, 2010	12
182748	Cymbalta	Depression	"""Good drug not many side effects was the only one that worked for me and I reckon I&#039;ve tried every antidepressant on the market. Took 60mg for 2 years didn&#039;t find it to hard to come off was a bit grumpy for a couple weeks thats it. Also helped with my neck and nerve pain."""	8.0	January 30, 2017	85
16600	Ethinyl estradiol / norethindrone	Birth Control	"""This medicine is awful. I originally started taking it for stomach cramps and regulating my period and I wish I never started taking it in the first place. I was on the second week of my third pack and felt AWFUL. Not only was I nauseous 24/7 I got headaches, cramps in my upper and lower back, side pains, chest pains. As well as a intolerance to gluten. At first I thought my stomach problem was from eating fast food but as I think about it I was nauseous the first month of taking this pill and it steadily got worse. I&#039;m on my 2nd week off the pill and I&#039;m going through serious side effects of my body trying to regulate itself. I&#039;ve lost 6 pounds &amp; my appetite. DO NOT take this pill."""	1.0	November 15, 2015	3
37893	Reclipsen	Birth Control	"""I started this when I was 13, for heavy period relief. 
Pros- No weight gain, shortened my period from 7-8 to 4-5 days.
Cons- Before Reclipsen, I never had cramps, moodiness, or really ANY period symptoms or PMS, although my period lasted for 7-8 days and was very heavy, it was honestly pretty easy going. After I began Reclipsen, my period was shortened to 4-5 days but it took about 3 days of active pills for it to start, and two of my inactives for it to stop. This hasn&#039;t stopped. I started getting cramps, moodiness, and extremely bad PMS. I used to act NO different on my period than off, but since starting Reclipsen it&#039;s been much worse."""	4.0	June 17, 2014	5
45779	Fluoxetine	Depression	"""I am a 46 year old male. In 1988 I was going through a very serious bout with anxiety and depression. Luckily - there was a place called Freedom From Fear on Staten Island that was able to counsel me (free of charge, as was affiliated with Columbia University), and a doctor there prescribed for me a new drug that was just approved and available...Prozac. I took it for eight months or so and recovered - so much so that it helped me deal with the tragedy of my mother dying only a year later. Yes, this medicine saved my life. This is are the reason I am here right now. I only took the medicine for that eight months, and slowly got off it. Here I am 20 years later, totally fine!"""	9.0	August 13, 2010	122
117993	Imuran	Crohn's Disease	"""I&#039;ve been on Imuran for about 9 years now. After trying the medicine Pentasa where I was taking 4000mg day and it still didn&#039;t control my flare ups. This medicine has it side effects too but I haven&#039;t experienced many other than pain in my joints recently,  which is good since I&#039;ve been taking Imuran for 9 years!"""	8.0	March 28, 2015	13
93425	Vortioxetine	Depression	"""I am 38 female ..I have had a very hard time finding a med. that really worked..I was starting to think that I just had to accept that this was now my life and Deal with the it..i had lost my happy dwelled in past...but Brintellix :) :) yay! i feel brighter..hopeful..i can think if the future without dread...more energy and mph..just more me..very little..almost no side effects first day a lil upset stomach..but not bad..I hate that i have to take something to feel normal however i am so grateful this medication is available and that i am now on it. God bless I hope you all find what you need."""	10.0	March 12, 2015	53
171457	Wellbutrin	Major Depressive Disorde	"""I&#039;ve been off and on of this medication for about 8 years. I originally started it to help me quit smoking (which worked wonders for me, I was able to quit) and later was put back on it for seasonal depression disorder. It helps me a lot with depression, especially as it worsens in the winter. 
Side effects I experience is increased anxiety, heart palpitations, increased heart rate. 
I&#039;ve been on 300 mg (150mg twice a day) before and my anxiety was horrible. If you&#039;re on a higher dose and suffer with anxiety you may want to try a lower dose. I currently take 150 mg a day and it&#039;s very helpful. It gives you that spark of motivation you need in the mornings."""	8.0	December 8, 2015	42
78283	Tapentadol	Pain	"""It gave me sores in my mouth where the pill touched my jaw on the inside and also under my tongue. After a few days my insides felt like they were getting distressed also, even with food and prescription stomach medicines. I&#039;m surprised no one else has complained with this side effect."""	7.0	December 18, 2010	13
82916	Paxil	Panic Disorde	"""I suffer from debilitating panic attacks. Just 10 mg of Paxil works wonders. I&#039;ve tried almost every SSRI out there, but Paxil is the only one that works. Nothing else can touch my panic."""	10.0	February 3, 2016	35
27525	Pexeva	Anxiety	"""I was diagnosed with anxiety and depression. I take a combination of Seroquel and Pexeva, the two have had a substantial benefit to my condition. I used to be unable to function out in public and private, now I feel more at ease with myself, free going, and less worrying. The side effects however, are very noticeable. Pexeva often makes me feel drowsy and impotent. Its effects have made it harder to focus on everyday work due to it making me feel more relaxed. However I feel that the amount of relief it has given me is outstanding."""	10.0	May 1, 2013	11
75286	Vistaril	Anxiety	"""I have been suffering from &quot;AAD&quot; &amp; Panic Disorder for most of my life. Took my 1st &quot;classic&quot; panic attack in the 5th grade!!! I was Finally diagnosed at 23. I&#039;m have been treated with xanax, clonopin and ativan for this awful condition ever since. I am now 43. Because of all the Abuse of these meds though by people that don&#039;t need it for anything except to &quot;get high&quot; makes me furious!!! Because where I live in N.J.,no kind of doctor wants to prescribe any kind of benzo anymore. It&#039;s awful because these meds help so many people. I was just yanked, not weaned, off the xanax and given Vistaril 100mg 3 times a day. This is the Most awful medication I have ever taken In my life!!! I had such horrible S/E&#039;s I went to the E.R.!!! TERRIBLE MED!!!"""	1.0	May 2, 2017	37
71616	Tramadol	Depression	"""I am a 65 year old Male and suffer from depression. My Psychiatrist prescribed Tramadol 50mg daily.&nbsp; I have been taking it for three years and it works terrific.  I have tried SSRIs in the past but did not have any success.
I have heard horror stories about the withdrawal symptoms of Tramadol so I have taken some days off or decreased my dosage to test and experiment the withdrawal effects -- but I am not sure I want to go through the rest of my days bummed out and unproductive. 
I have heard all the stories about working out, proper diet, self-talk etc...  I am very disciplined in adhering to these principles -- but it does not help my depression.
Just my two cents. 
Jerry"""	8.0	November 28, 2017	1
217257	Clarithromycin	Sinusitis	"""i always get sinusitis on a yearly basis.  on my worst occasion, i tried &#039;em all from Zythromax to Ammoxicillian, etc.  none worked for me.  ONLY Biaxin works!!  MD says its not the most recommended antibiotic for sinusitis but does work and is the only one that works for me.

Yes ~ it does leave a metallic taste in my mouth, but i like knowing its in my system and attacking my problem so i don&#039;t mind the taste at all...  i was also told it is a very old antibiotic, but its an &quot;Oldie but Goodie&quot;!!

Some insurance will cover it while others will not."""	10.0	July 30, 2016	21
150529	Sulfamethoxazole / trimethoprim	Bacterial Skin Infection	"""Currently on day 3 of a 10 day antibiotic blast of Bactrim after 2 days on Keflex.  What I had originally thought was a pimple on my septum just inside my right nostril turned out to be a staph infection.  I had lances the &quot;pimple&quot; when it came to a head, thinking it would provide relief, however the infection spread across my nares and over the tip of my nose overnight.  Went to urgent care as I instantly suspected staph as the culprit and was prescribed Keflex and Bactroban topical until my follow up with my PCP.  Infection showed moderate improvement at my follow up, but was then prescribed Bactrim.  Within 24 hours the itch and swelling had completely subsided.  By 48 hours the sores were cluster-scabbing, and today they&#039;re falling off!"""	10.0	July 17, 2016	50
7480	Xanax	Anxiety	"""In 2001, I started feeling like I was having a heart attack twice a month.  I ended up in the ER &amp; was admitted.  I happen to be one of the lucky females who suffers from hormonal anxiety.  I was given all the tests possible, stayed overnight &amp; discharged with my first script of the smallest dose of xanax.  I have used it only AS NEEDED since then and to this day it still helps me at the smallest dose once a day.   I have gone through some very serious rough patches in my life which had me taking this, at most, 1.5 pills maybe four days in a row.  It works so well that I can&#039;t ever imagine taking it more often than needed ~ why would you want to mess up something that works??  The key is taking it as prescribed, just like any medication."""	10.0	September 13, 2016	37
125753	Lamictal XR	Seizure Prevention	"""I didn&#039;t have many problems  with Lamictal XR .  Just sleep problems for about 3 or 4 days and then I adjusted.  Constipation also plagued me.  I had a breakthrough partial seizure and doc changed from 100mg to 150mg. Now I am having a lot of problems.  My sleep is really disturbed, really bad dreams and panic attacks waking me up while sleeping.  Wish he could put me at 125mg.  Will have to check with him and see if that will keep seizures at bay. I have been a week and one half without a seizure."""	7.0	February 6, 2013	10
30016	Klonopin	Anxiety	"""Love this med..it works!! I take it in conjunction with my antidepressant, Lexapro! I have never felt happier! My depression, panic attacks and anxiety started when I hit puberty and I never  wanted to take meds.. I&#039;m basically a &quot;drug free&quot; person..but this is an exception due to the fact depression/anxiety can literally kill you!! These meds were needed during and especially after a horrific abusive 4 1/2 yr &quot;relationship&quot;, almost lost my life!! Had flashbacks and nightmares, but I got through with seroquel to sleep. When I wake up I take klonipin and Lexapro..about 4-5 hrs later I take .5 xanax, sometimes two 0.5&#039;s if needed!! DO NOT take klonipin and xanax at the same time due to the fact they are in the same class of meds!!"""	10.0	January 16, 2016	36
177370	Duloxetine	Chronic Pain	"""My personal advice to anyone thinking of starting Cymbalta, don&#039;t do it. I only wish someone told me before I took it. Granted, it did take the edge off of some of my pain short term. The side effects just aren&#039;t worth it. 

I was fortunate enough to only suffer mood swings, anger, brain zaps and so on for about a month because I wasn&#039;t on it that long.

They don&#039;t tell you that once you start taking Cymbalta, it&#039;s near impossible for someone to safely come off on their own if they have been on it more than a couple of months. 

Just please do your research. Some people have had great success but others barely lived to tell their horror stories and others aren&#039;t here"""	4.0	October 16, 2016	68
516	Medroxyprogesterone	Birth Control	"""I was on the Depo shot for a little over a year and a half. At first I had a very long period (14 days for a few months when my period was generally about 3 days previously). Then I stopped having a period altogether. Its been a month since I was due for my shot. After reading online I was worried that I would be waiting months-year to get my period back after it however, I woke up today and thankfully got it. I&#039;ve never been so happy to get my period before. I guess I&#039;m one of those lucky few that get their period back as soon as they are off of it. """	6.0	July 21, 2014	6
181851	Zejula	Ovarian Cance	"""Had every side effect listed.."""	1.0	November 8, 2017	1
90381	Cheratussin AC	Cough	"""I had a bad cold a year or so ago, and my throat was killing me from coughing. My doctor prescribed this stuff and it made everything manageable. I was still sick, don&#039;t get me wrong, but I didn&#039;t really feel sick. At first I was worried because it made me feel different and weird, but I realized that it was just relaxing me so I could get some rest. It worked great."""	9.0	April 11, 2012	28
1542	Eluxadoline	Irritable Bowel Syndrome	"""I have had IBSD for 37 years which has made it impossible to hold down a job for long periods of time. I get a job and work as long as possible when they get tired of a sick employee then I have to look for another. Today is my first day of taking 100mg bid. Within 15 minutes I get a warm sensation like I just got I v contrast, body aches and chest pain then followed by numbness. 1st day in years I have. Even normal. Concerned about some of the reviews but the others make me hopeful. 
Praying this works for me. Good luck everyone it is a depressing/exhausting Diagnosis which nobody can understand if they don&#039;t have it. Oh they have savings cards now for those who said it was $$$$"""	5.0	February 11, 2017	16
179647	Adapalene / benzoyl peroxide	Acne	"""THIS IS HORRIBLE. I&#039;m currently on Day 3 and I feel uglier than a rotten tomato. I&#039;m stressing out so much because I don&#039;t want this to ruin my face!! I looked fine before, but my mom wanted me to clear up everything just to be sure. Now my face is breaking out and it constantly itches and burns. I want to hit my face against a wall. I know you&#039;re supposed to wait, but I can&#039;t go to school looking like a pumpkin burn victim!"""	1.0	October 2, 2016	6
55640	Effexor	Depression	"""Tapered off generic citalopram 40mg after 12 years just didn&#039;t work anymore then tried Effexor after reading great reviews.  I took 75mg a day and into the 3rd week I had severe pounding migraines pressure behind my eyes nausea dizziness/brain zaps that were constant crying fits insomnia but vivid active dreams when I did sleep,  body chills,  leg twitches and severe terrible neck soreness. All these symptoms were happening at the same time and few times had hard pounding fast heart beats that I almost called 911. I think it may have been moderate serotonin toxicity. If you start this med start at the lowest possible dose.  It shocks your body.  Doc wants me to try Prozac but will talk to my psychiatrist first. 
Bad withdrawal symptoms too"""	1.0	February 17, 2017	10
3977	Seroquel XR	Depression	"""My experience on Seroquel nearly cost me my job as it turned me into a ZOMBIE!. Since going off the drug I am fully functional. My head is clear and I have energy to do things.
I cannot believe my Dr prescribed me an antipsychotic drug such as seroquel. Colleagues observing me thought I had undergone a major personality disorder. I have been off it for a month now and not missing it one bit."""	1.0	November 11, 2015	41
228334	Butrans	Chronic Pain	"""On pain patch 3 years and lowered from 10 mg to 5 mg. Did this to stop the use of this drug. It works great for about first year then other issues start. Poor sleep, withdrawal after 5th day, won&#039;t last 7 days. When I stopped it I had legs and arm spasming to point of not walking, also lack of energy, and tired for about three weeks, depression, lack of interest in anything. Don&#039;t start if you can avoid it.."""	2.0	October 9, 2017	5
177509	Duloxetine	Hot Flashes	"""After having 7-10 hot flashes a day... Waking up 2-3 times a night. My Breast survivor MD prescribed me Cymbalta 10mg daily . Hot flashes gone first day.... Only an occasional warming now that I can handle ."""	10.0	February 9, 2016	4
66710	Seroquel	Bipolar Disorde	"""One of the best meds for bipolar. Low frequency of EPS and no prolactin elevation, however I have gained approx. 10-12 lbs in one year, but that&#039;s a small pay for mental stability. Recommend monitoring blood glucose, triglycerides and cholesterol."""	10.0	July 4, 2015	30
186486	Desvenlafaxine	Depression	"""I&#039;ve been taking Pristiq for almost a month now. I have OCD, anxiety and depression. I also take 0.5 mg of peach Xanax. The Pristiq works great for me, the Xanax helps with the sleeping side effects of Pristiq but after taking it for this long I can fall asleep pretty well with out it. I wake up with energy and as I take it more and more I feel better."""	10.0	May 17, 2010	31
221499	Makena	Premature Lab	"""I had a short cervix which caused me to deliver early. So at the beginning of this pregnancy my Dr offered Makena. She said if i was even thinking about it i should go ahead and start the process so by 16 weeks everything would be ready to go.FYI i started shots at 17 weeks. The injections only hurt if i didn&#039;t relax my mussels which was only twice. We alternated sides every week. I am now 37 weeks and 4days no baby yet but i had false labor after 36 weeks. It worked gteat for me! Thanks Makena"""	10.0	November 12, 2016	12
167096	Levonorgestrel	Emergency Contraception	"""I had promised myself that if this drug works I would write a review. I was terrified to get pregnant and I hopefully I can put some minds to ease sharing my story. 

Details: semi-unprotected sex (1 min unprotected, then switched to a condom); May 10th. Took plan b May 12th (38 hours after). Got period May 26th. (Expected)

Symptoms: nothing first two days. Day 3-6 tiredness, extremely sore breasts, a little bit of queasiness. Day 6-8 tiny bit of old brown discharge but all the other symptoms had gone. Day 8-11 nothing and I was worried it hadn&#039;t worked. Day 12-15 extreme cramping, bloating, and almost hardness of lower abs and ovaries. It hurt and I was worried it was implantation cramping! It had pretty much stopped and then I got period"""	10.0	May 26, 2016	9
112636	Lunesta	Insomnia	"""Started ambein. Took for years. I built a tolorence.  Now on lunesta at 3mg. Worked for about a month and now I am back to sleepless nights :("""	5.0	July 26, 2015	23
13005	Vardenafil	Erectile Dysfunction	"""Results were astonishing, slight facial flushing the only side effect noted. Also, seems to have helped with lower leg cramping, due to back surgery-nerve damage. No more cramping with ejaculation. Have had difficulty for 5-6 years, but not anymore, and my wife is even more impressed than I am. Thanks..(retired R.N.)"""	10.0	September 19, 2009	53
81557	Liraglutide	Weight Loss	"""I am on week three of the medicine at 1.8mg. I&#039;ve been feeling extremely nauseous in the evenings to the point of having to take an anti nausea medicine. I started at 215.7lb and I am down to 205.5lb now. That&#039;s 10.2 lbs in three weeks. I hardly ever have an appetite. Only thing that is really appealing to eat is fruit and popsicles. I&#039;m eating around 400-600 calories a day because if I force myself to eat when I&#039;m not feeling hungry I get extremely sick and throw up until it&#039;s bile."""	8.0	August 12, 2017	3
183510	Cymbalta	Bipolar Disorde	"""I am one of those people who will get the side effects that are listed as the o.02% and I have to say I have been diagnosed as bipolar for about 11 years and I went on Cymbalta 8 months ago and I feel like it saved my life. I love my Cymbalta. """	10.0	November 30, 2010	35
221610	Levorphanol	Pain	"""I have pain daily and this medication has caused more side affects than help. I now suffer from insomnia, memory loss, (short term) and leg restlessness. Plus it is so very expensive and has to be mailed so I go through withdrawals every month. I hate this medication !!!"""	1.0	February 27, 2017	7
137287	Isotretinoin	Acne	"""Not even finished with my first set of doses(probably around 80% of the way there), I started seeing major results. My skin is smoother and less breakouts even after eating fried chicken. Only side effects were trouble sleeping and breathing. I also had chapped lips. Not really much pyschological effects like depression or loss of interest."""	10.0	January 25, 2012	10
160784	Buspirone		"""I have panic disorder and buspar made all the difference for me. I am bipolar and out of all the meds I take buspar seems to be the one that makes the most measurable difference. I was miserable with my anxiety and panic attacks...it took me a lot of different dr&#039;s before this was prescribed. I am so glad this is available and it&#039;s not addictive. I have enough problems."""	10.0	February 23, 2010	33
194608	Gilenya	Multiple Sclerosis	"""I was on Rebif and it worked well for me. Ten years later I started having Multiple Sclerosis attacks about every 3 months. It was like my body had built up a tolerance for Rebif, so I started on Gilenya. In fact I would have rated it a ten. I unfortunately broke my foot and ankle. I ended up needing two surgeries. I had a MS attack after each surgery. I believe the attacks were brought on by such a trauma to my body. I am still taking Gilenya and have had no side affects or another attack."""	9.0	May 30, 2013	67
58005	Acetaminophen / hydrocodone	Pain	"""All I can say is when I broke my arm it got me through the pain and misery."""	10.0	March 20, 2011	2
38359	Phenazopyridine	Dysuria	"""My doctor prescribed pyridium to ease itchiness and burning caused by a yeast infection. This medication did not work at all for me, I am as itchy as ever!"""	1.0	December 6, 2016	4
36598	Fentanyl	Chronic Pain	"""I have been on the 75 mcg Fentanyl patch for about four years now. I&#039;ve have had problems finding pharmacies that carry my patches so I hope they aren&#039;t taking them off the market. But they have helped me a lot with my back before/after surgery I switch them every 48 hrs otherwise I start going through withdrawal."""	7.0	November 21, 2013	38
34726	Minocycline	Acne	"""18 year old female. I have suffered acne since I was about 10 or 11. Got prescribed minocycline 50mg once a day in November 2014. Didn&#039;t see any difference after a month, so I started taking 2 a day, worked WONDERS! It was absolutely amazing, used in combination with Benzac, my skin was so so clear I loved it. I think I stopped taking it around June 2014 and my skin stayed clear apart from the additional break out here and there. Fast forward September 2014 and my acne had come back, worse than ever. Absolutely everywhere, and super red. I got prescribed Doxycycline which did nothing after 4 months, and my acne is still terrible. Now I&#039;m back on minocycline, hopefully it will work again!"""	5.0	March 13, 2016	5
121073	Venlafaxine	Major Depressive Disorde	"""I never write reviews but I figured I had to share how truly life-changing Effexor has been for me. I&#039;ve suffered with GAD and Major Depressive Disorder for quite some time. I was on and off of Prozac for about five years. When it stopped working, I began taking Effexor XR 37.5mg. I started feeling better, more calm, less anxious. Last year, someone I had dated for years and had recently broken up with passed away tragically. I was a disaster. My dosage was increased to 75mg, then 150mg, and now 225mg. Honestly - I don&#039;t know how I would have made it to where I am today without this medication. It has controlled my anxiety, my panic attacks and my depression. I still have bad days, I&#039;m still in mourning, but I finally feel normal."""	10.0	February 10, 2017	26
231210	Hydromet	Cough	"""I was prescribed hydromet for a flu related cough. It did great for taking care of my cough, but the vomiting, itching, headache and light sensitivity that I have as side effects isn&#039;t worth it for me."""	7.0	April 9, 2016	3
74426	Ethinyl estradiol / norethindrone	Birth Control	"""I have been on Loestrin 24 for 10 months now and my periods haven&#039;t been longer than 3 days, the third month my period was really heavy and I had bad cramps. As far as birth control, I haven&#039;t been having sex, and I never had bad acne to begin with. Overall, I&#039;ve had a moderate experience. I take the pill in the morning and it does make me nauseous. I also am very depressed on it, and experience crazy mood swings. I spend at least one day out of the month crying, and the littlest thing will ruin my mood, or make me want to cry. My mom and sister talk about how I have multiple personalities because my mood is so unpredictable. """	7.0	January 17, 2010	13
68212	Plan B	Emergency Contraception	"""My period was on May 3rd-7th. My bf and I had intercourse on May 11th. Took the pill on May 13. Started bleeding May 18. Lasted for 4-5 days was light then turned really heavy! I felt EXTREMELY nauseous, bloated, headaches, tired, eating a lot and breast soreness from the pill. I thought I was pregnant. I didn&#039;t even know if the May 18 was a period or not. Finally today June 20 I&#039;m bleeding!!! So I guess May 18 was my new period."""	9.0	June 20, 2015	4
225940	Bupropion	Depression	"""Love it, Love it, Love it. I was on it 5 years ago and could tell within 2 days such a major change in my mood and motivation. I went off it it when I became pregnant with baby #1 - 5 years later I felt I needed it again, I didn&#039;t feel &quot;depressed&quot; but I knew I could feel better. I went back on Wellbutrin 150mg once a day and again by day 2 I was feeling amazing - totally can focus better and just love life again."""	10.0	July 14, 2009	173
189334	Oxycodone	Chronic Pain	"""Would recommend this to someone with chronic to severe neck or back pain. I only take 1-2 of these a day compared to taking 6-8 hydrocodone a day. They work fast and last. """	10.0	June 22, 2013	24
188056	Symbyax	Depression	"""I have been taking Symbyax for 2 years. It saved my life! The biggest problems I have are no energy, weight gain, and the cost. Would I quit taking it? NO!"""	9.0	July 22, 2011	28
183078	Cymbalta	Depression	"""Loved this medication when I first started taking it. I started taking to get through depression and my Father was dying of cancer. Thought it was the best medicine ever until I gained 50lbs within 5 months and the effect of the medication started to wear off. What was worse was the effects of getting off this medicine, vertigo for a month with migraine headache and what I call brain buzz for a month straight, that was tough perhaps worse than having depression. I wouldn&#039;t have taken it had I read the reviews first."""	8.0	February 11, 2015	38
135636	Intuniv	ADHD	"""I have to say, I am ALL FOR INTUNIV. My husband and I tried EVERYTHING for my step-son&#039;s ADHD. He had a history of seizures, but we still tried the medicines that cause them. This is how desperate we were. My step-son is 7 years old, and was suspended from school. He hit, kicked, screamed, cried, etc. My husband was called to get him from school countless times. It was exhausting. His school finally told us, in no uncertain terms, he was not welcome at the school unless we got his behavior under control. We switched his schools, and his new school rated a child&#039;s behavior with colors every day. Green, purple, yellow, and red. Obviously, my step-son brought home yellow and red every day. One day my husband got a call to come get him from school. He had thrown a fit and run in front of a car trying o escape his teacher. My husband finally said enough was enough and brought him back to the doctor. He was put on Intuniv. Here comes the miracle! Within two weeks he was like a different child! Green card EVERY day! Helpful, polite, CONTENT! I can%u2019t believe it. He is, granted, still a 7 year old boy. But his ADHD is FINALLY under control!"""	10.0	November 20, 2011	143
220554	Loestrin 24 Fe	Birth Control	"""I&#039;ve been on Loestrin for about 9 months.  The first several months my flow was significantly reduced which I liked. I did experience some moodiness.  ONE moody episode was worse than my prior pills but I decided to stick with it and see what happens.  I&#039;m glad I did.  After several pregnancy scares because I didn&#039;t get my period, my doctor reassured me that it was normal and the pregnancy tests were all negative.  Now, either my flow is panty liner light or I don&#039;t get it at all.  I don&#039;t mind it but I would like the reassurance of my period to prove I&#039;m not pregnant.  But I really like the pill.  I don&#039;t have any more moodiness at all. My skin cleared up amazingly and I rarely have any bloating. (Prior brands: Estrostep Fe, Tilia, Trilegest)"""	9.0	August 5, 2011	4
100977	Granisetron	Nausea/Vomiting, Chemotherapy Induced	"""3 rounds of chemo with completely uncontrolled vomiting. Using this little miracle patch, NO VOMITING on round 4."""	10.0	March 3, 2017	1
51061	Azithromycin	Chlamydia Infection	"""So I took the 4 pink pills around 8:30 pm I had a small meal with cut up small chicken like a half hour after I took the pills and I would say 10-15 minutes after the meal I throw up all the chicken it was so terrible my stomach pain started right away its the worst its 10:11pm right now &amp; these stomach pains are still going they hurt so much """	6.0	September 20, 2016	3
94501	Abilify	Autism	"""My child has been on Abilify for a while now and we have not noticed any changes really. He still has aggression, self injurious behavior, and extreme levels of impulsivity. I can&#039;t take him out in public because he randomly hits people especially small children. If he is prevented from harming others he starts hurts himself until we have to restrain him. He has callouses on his wrists from biting and hitting his mouth repeatedly. The doctor has already increased his Abilify up to 10mg twice a day and he&#039;s on Clonidine 0.1mg 6 x&#039;s a day, Concerta 54mg a day, Ritalin 10mg a day, and Vistarel 100mg a night and melatonin at night. It&#039;s like he is on nothing though. I am terrified to take him off because it might make him worse. I&#039;m so lost."""	1.0	May 28, 2017	17
69788	Chlorpheniramine / hydrocodone	Cough	"""For some period of time I had a bad cough and diagnosed with chronic bronchitis and prescribed Tussionex - unfortunately there was a very large tumor discovered in my right lung.  I did undergo a painful surgery only to find out the condition was inoperable - I went through chemo and radiation to no avail.  I, however, continued to take Tussionex to cut down on coughing which was painful.  Now one cannot get the liquid which worked for me - I only had to take it once a day, usually in the morning.  I recommend it highly."""	10.0	January 1, 2010	6
180491	Diclofenac	Pain	"""Voltaren is amazing. It takes away my arthritis pain and helps with overly tight neck muscles. It does nothing for my Occipital Neuralgia, but does help with my chronic tendinitis in my hand."""	9.0	July 31, 2015	24
183218	Cymbalta	ibromyalgia	"""I have been taking Cymbalta for over two years, it worked great in the beginning. I currently take 90mg a day, 60 in the morning and 30 at bedtime. The last few months it does not seem to be working. I have tried several other medications before this one and none of them worked. There are days (most) that I hurt so bad I can&#039;t stand to move."""	5.0	April 27, 2013	35
2357	Clobex	Psoriasis	"""I used Clobex this summer for itching and dry flakes in my scalp.  I became sick with a bad cold and later turned to pneumonia.  I was sick all summer long with trouble breathing and wheezing.  I went to an ENT and a lung doctor. None of us could figure out what was causing the lung problem.  After several months I was getting better with the breathing problems.  Last week I used Clobex again because the itching scalp came back.  Two days later I am having breathing problems.  I put 2 and 2 together, read the side effects of Clobex and breathing problems and wheezing are the first side effects listed.  All that suffering because I did not read the medical bulletins earlier."""	3.0	October 12, 2010	43
9626	Lo Loestrin Fe	Birth Control	"""I&#039;ve been on this pill for 2 years. Prior to this pill I had the Implanon in my arm that worked well but I was unsatisfied with occasional irregular bleeding. MOST doctors, like mine, will tell you that there is nothing &quot;unhealthy&quot; with not having periods (google it) and that&#039;s what I wanted without getting my tubes tied. I skipped the inactive pills and have been doing so since beginning to take it. Two years later I couldn&#039;t be happier. I experienced NO weight gain, NO breakouts, NO mood swings, NO cramps, but I never had bad cramps anyway. The only way I can even tell I&#039;m taking it is because I haven&#039;t had a period which has been AWESOME. Don&#039;t let negative reviews scare you away. It depends on the person!!"""	10.0	January 2, 2016	20
25081	Hylan g-f 20	Osteoarthritis	"""Finally had my second injection of 2016 Synvisc, why did I waited for so long? Surgeon treated my right knee with Synvisc over 5 years ago during surgery, however un-sucessfully rebuilt my right knee.  Was unaware of the relief that Synvisc drug possesses.  I was in constant pain with both of my knees right being the worst, sometimes a 10, don&#039;t get me wrong Synvisc did not cure pain it still happens from time to time but no spikes and so far no 10&#039;s!!!!!!!  I had double meninscous tears, ACL tear and osteoarthritis right knee. Left is not too much better but ACL intact, sometimes a 6 but not 10 like right was. Only pain was a normal blood draw my Doctor froze area, I sat up to watch injection.  Immediate relief stayed off knee as requested"""	10.0	September 27, 2016	12
166264	Levonorgestrel	Birth Control	"""I am 22 and got my IUD 5 months ago and love it! The insertion hurt but wasn&#039;t that bad. My periods are getting shorter my cramps are getting better. I would do it again in a heartbeat. My boyfriend doesn&#039;t feel anything and best of all, I&#039;m not pregnant!"""	10.0	December 14, 2016	0
